Título;Enlace;Fecha;Primeros_Párrafos;Topic
Detenen el fugitiu que va matar un veí del Poblenou que esperava per entrar al pàrquing;https://www.ara.cat/societat/successos/detenen-fugitiu-matar-vei-poblenou-esperava-entrar-parquing_1_4806804.html;21/09/2023;BarcelonaVuit dies després els Mossos d'Esquadra han detingut l'home de 30 anys que dimarts de la setmana passada hauria matat un veí del Poblenou que esperava per entrar al pàrquing de casa seva. La víctima, que va rebre forts cops a la cara, va ingressar ferida greu a l'Hospital del Mar de Barcelona, però el seu estat va empitjorar i finalmentva acabar morint divendres. Des del moment de l'agressió, la policia catalana buscava l'ara detingut, que va fugir del lloc dels fets abans no arribessin les primeres patrulles policials. Inicialment, els Mossos van relacionar l'agressió amb un robatori d'un telèfon mòbil, però, segons fonts policials consultades per l'agència Europa Press, aquesta línia d'investigació s'ha descartat i ara la policia es planteja altres hipòtesis.;Successos
Mor l'home que es va encarar al lladre que li havia robat el mòbil a Barcelona;https://www.ara.cat/societat/successos/mor-l-home-barallar-lladre-li-robar-mobil-barcelona_1_4802534.html;15/09/2023;BarcelonaEl robatori d'un mòbil dimarts a la tarda a la zona del 22@ de Barcelona ha acabat amb la víctima del furt morta a l'hospital. L'home, de 58 anys,va quedar feritgreu després de perseguir el lladre amb el cotxe i barallar-s'hi. Els serveis d'emergències van traslladar-lo a l'hospital, on el seu estat va empitjorar i estava ingressat en estat crític. Aquest divendres a la tarda ha mort, segons han informat els Mossos d'Esquadra, que continuen buscant el responsable del robatori i l'agressió posterior i que ja investiguen el cas com un homicidi. Dimarts cap a les 18 h un veí del carrer Ciutat de Granada esperava assegut al volant del seu cotxe esperant que s'acabés d'obrir la porta del pàrquing per entrar-hi quan un home va aprofitar que tenia la finestreta oberta per robar-li el mòbil. La reacció de la víctima va ser perseguir el lladre amb el cotxe. El va interceptar uns metres enllà, abans d'arribar al semàfor. L'home va baixar del vehicle i es va encarar a l'atracador per mirar de recuperar el telèfon.;Successos
Investiguen l'homicidi d'una dona a Sant Boi de Llobregat;https://www.ara.cat/societat/successos/investiguen-l-homicidi-d-dona-sant-boi-llobregat_1_4800718.html;14/09/2023;BarcelonaHomicidi a Sant Boi de Llobregat. Els Mossos d'Esquadra investiguen la mort violenta d'una dona en aquest municipi dilluns. El cos es va trobar a l'interior d'un domicili del barri de Ciutat Cooperativa cap a dos quarts de quatre de la tarda. L'autòpsia ha determinat que va morir en circumstàncies violentes i que va ser víctima d'un crim. Per això l'àrea d'investigació criminal s'ha fet càrrec del cas. Fonts dels Mossos han explicat a l'agència Efe que la víctima és una dona de 68 anys i que el sospitós del crim seria una persona del seu entorn més immediat, familiar o conegut, però amb qui no mantenia una relació sentimental. Això fa que la policia, almenys inicialment, descarti que es tracti d'un cas de violència masclista. Malgrat tot, de moment el cas continua investigant-se i encara no s'ha practicat cap detenció.;Successos
Tres hores atrapats en una oficina: evacuats tots els afectats per l'incendi del carrer Aragó;https://www.ara.cat/societat/successos/diverses-persones-confinades-incendi-edifici-d-oficines-barcelona_1_4793006.html;05/09/2023;"BarcelonaUn incendi en un edifici d'oficines al carrer Aragó de Barcelona, a prop de la plaça Tetuan, ha obligat a confinar sis treballadors de manera preventiva a les plantes superiors de l'edifici, segons han informat els Bombers de Barcelona, que han treballat amb 10 dotacions a la zona, juntament amb el Servei d'Emergències Mèdiques i la Guàrdia Urbana. Segons fonts municipals, els efectius desplaçats han pogut extingir les flames en un inici, però al migdia el fum ha revifat i els Bombers hi han treballat de nou fins a apagar totalment les flames, ja cap a les 18 h de la tarda. En total, el SEM ha atès 10 persones: quatre han sigut traslladades a centres sanitaris en estat lleu i sis han rebut l'alta in situ. Aquestes darreres sis persones són les que s'han hagut de confinar al bloc. En aquest edifici hi treballen unes 320 persones i a les 9 h del matí estava pràcticament ple. Tot apunta que el foc ha començat al quadre de llums del soterrani, per causes que s'investiguen, i el fum ha pujat per dos conductes que li han fet de xemeneia: l’escala d’emergència i el muntacàrregues. Tothom ha sortit com ha pogut del bloc. Alguns han vist el fum i a d’altres els han trucat des de baix altres companys que encara no havien entrat. ""Primer hem notat olor de cremat i després hem començat a veure fum"", explica un testimoni. Ells estaven a la cinquena planta i han pogut baixar per les escales ordinàries, on encara no hi havia fum. Un cop a baix, han trucat als timbres de totes les oficines perquè baixessin.";Successos
Set ferits en l'incendi d'un pis al Raval de Barcelona;https://www.ara.cat/societat/successos/set-ferits-l-incendi-d-pis-raval-barcelona_1_4792162.html;04/09/2023;BarcelonaSet persones han resultat ferides, cap d'elles de gravetat, en l'incendi d'un pis al número 89 del carrer Nou de la rambla del Raval de Barcelona, a tocar de l'avinguda Paral·lel. El foc s'ha declarat a les 9.08 hores d'aquest dilluns per causes que encara es desconeixen. Se sap del cert que ha començat a la segona planta d'aquest edifici de cinc pisos i n'ha deixat un totalment calcinat. L'incendi també ha afectat el balcó de la tercera planta i ha deixat aquest tram de la façana visiblement afectat. L'actuació dels Bombers de Barcelona, que hi han enviat sis dotacions, ha sigut ràpida i abans de les 10 del matí ja han donat per apagat l'incendi. En total, han resultat afectats sis veïns, cap d'ells de gravetat. Concretament, segons fonts del Sistema d'Emergències Mèdiques, un d'ells ha sigut traslladat en estat menys greu a l'Hospital del Mar i no es tem per la seva vida. Alhora, quatre persones més han resultat ferides lleus i les han traslladat als hospitals Clínic i del Mar. El balanç s'ha saldat amb dos veïns més que han sigut donats d'alta al lloc dels fets pels efectius del SEM.;Successos
"El gas del riure s'expandeix per la costa catalana: ""És la nova droga del jovent""";https://www.ara.cat/societat/successos/gas-riure-s-expandeix-costa-catalana-nova-droga-jovent_1_4790825.html;02/09/2023;"BarcelonaEs pot comprar fàcilment per internet a preus molt assequibles. Si un gram de marihuana ronda els cinc euros, un de gas del riure està a uns cinc cèntims. Se'l coneix així, però tècnicament es diu òxid nitrós. Només té dos components, oxigen i nitrogen, i és tan fàcil aconseguir-lo perquè, sobre el paper, no acaba de ser una droga. A Amazon mateix, un pot de 640 grams d'òxid nitrós val 35 euros. A Barcelona, arriba en una setmana. Es pot fer servir com a anestèsic i fins i tot es posa als carburants dels coets, tot i que una de les seves aplicacions més populars és utilitzar-lo per muntar nata. Aquest és l'esperit, almenys, de l'oferta d'Amazon: ""Aporta a la teva nata muntada un deliciós toc tropical"". És curiós, però, que Amazon informa que el producte l'acostumen a comprar usuaris juntament amb un altre, unpackde 50 globus, i ofereix sumar-los directament a la cistella com una combinació habitual. En l'àmbit recreatiu, l'òxid nitrós és en realitat el gas del riure i se sol consumir inflant un globus amb el pot prèviament comprat i aspirant el gas de l'interior del globus. ""L'òxid nitrós és un neurotransmissor, i qualsevol alteració de la concentració de compostos d'una persona modifica el funcionament del cervell"", explica Margarita Parra, catedràtica de química de la Universitat de València. En el cas del gas del riure, altera el sistema nerviós creant dues sensacions immediates: eufòria i desinhibició. L'efecte dura poc comparat amb altres drogues, però això no vol dir que sigui menys perillosa, ja que pot causar desmais o aturades respiratòries perquè limita l'entrada d'oxigen al cervell.";Successos
Es desploma un arbre en mal estat enmig de la superilla de Sant Antoni;https://www.ara.cat/societat/successos/desploma-arbre-mal-enmig-superilla-sant-antoni_1_4788530.html;30/08/2023;"BarcelonaEncara no fa ni un mesque va morir una noia de 20 anys al Raval de Barcelonaquan li va caure una palmera a sobre i ja hi ha hagut un accident semblant, aquest cop sense víctimes. Dimecres a la matinada, al carrer Comte Borrell, a l'epicentre de la superilla de Sant Antoni, un arbre s'ha trencat per la base i ha caigut sobre uns bancs. Per l'hora, no hi havia ningú assegut i no s'han hagut de lamentar ferits, però es tracta d'una zona de vianants molt transitada durant el dia. L'arbre és un lledoner i, segons fonts coneixedores dels fets, estava en mal estat. L'Ajuntament de Barcelona ja investiga per què ha caigut i les primeres hipòtesis apunten, com en el cas de la palmera, que s'ha desplomat per la suma de diversos elements. L'accident ha passat durant una nit de temporal a Barcelona, amb fortes pluges, però l'arbre ja tenia defectes previs. Les mateixes fonts apunten que tenia un fong que havia foradat el tronc (de fet, a simple vista es veia obert) i això n'afectava la rigidesa. És a dir, el lledoner tenia trams de tronc més rígids, per on es pot trencar, i uns altres de més flexibles. Segons fonts consultades per l'ARA, aquest lledoner es va revisar per última vegada el gener del 2022, fa un any i vuit mesos. Llavors, no es va detectar ""cap deficiència"".";Successos
"Homicidis sense cadàver: ""De vegades no cal veure les coses per saber que existeixen""";https://www.ara.cat/societat/successos/homicidis-cadaver-vegades-no-cal-veure-coses-existeixen_1_4768025.html;26/08/2023;"Barcelona¿Sense cos no hi ha delicte? L’any 2014 l’Audiència de Tarragona va contestar per primera vegada a aquesta pregunta amb unsí, després de condemnar a 30 anys de presó Ramon Laso per haver mata la seva parella i el seu cunyat als Pallaresos. Els seus cossos no es van trobar mai, però el jurat en va tenir prou amb la resta d’indicis contra Laso per considerar-lo culpable del doble homicidi. Tres anys després, l’Audiència de Barcelona imposava 15 anys de presó a Mohamed Taheri per haver matat la seva companya, Piedad Moya, a Mataró. El seu cos continua sense localitzar-se, tot i els intents de la família, que fins i tot un cop la sentència va ser ferma van costejar la perforació d’un pou a la finca on sospitaven que l’hauria fet desaparèixer. Des d’aleshores s’han dictat diverses condemnes més del mateix tipus. Són els casos més difícils d’investigar i jutjar per la inexistència de proves directes del crim. ""Quan hi ha una escena del crim, vol dir que hi ha vestigis de l’homicidi i que hi ha un cadàver que dona informació. Els cadàvers parlen i, a través d’aquesta informació, es pot establir la causa i el moment de la mort, la dinàmica comissiva o seguir un rastre de l’autor"", explica la fiscal Teresa Yoldi, la fiscal especialista del servei de jurat de l'Audiència de Barcelona que va portar el cas Moya i que des d’aleshores ha assumit altres investigacions d’homicidis sense cadàver. Com s’arriba aleshores a la conclusió que una desaparició d’una persona és en realitat un homicidi? ""Cal descartar totes les possibilitats i investigar fins a extrems bestials"", apunta Yoldi. Una font policial que ha estat diversos anys investigant homicidis i n'ha portat més d'un en què no hi havia cadàver explica que al principi cal tenir molt clar que no és una desaparició voluntària. ""No tens cap dret a investigar una persona que vol començar una nova vida"", comenta.";Successos
Mor un home després d’autolesionar-se i de ser reduït pels Mossos;https://www.ara.cat/societat/successos/mor-home-despres-d-autolesionar-caure-escales-reduit-pels-mossos_1_4785781.html;26/08/2023;"Barcelona""Estava alterat, cridant molt i donant cops a algun portal"". Ho explica una noia que treballa en un comerç del carrer de Radas, al barri del Poble Sec de Barcelona. Eren aproximadament les quatre de la tarda d'aquest divendres i va decidir trucar a la policia. També ho va fer un veí que ho va veure tot des del seu balcó. Descriu que en un moment l'home, que anava amb els pantalons mig abaixats, va perdre l'equilibri i es va donar un cop contra la vorera. ""Quan va arribar la policia, l'home va entrar al nostre portal"", explica una jove. Concretament, a l'edifici número 12 del mateix carrer, i va pujar un primer tram d'escales. Els veïns no el coneixien de res. ""Crec que no l'havia vist mai al barri"", comenta un. Un cop a la primera planta de l'edifici, va començar a picar insistentment a la porta d'una veïna. ""Estava molt exaltat"", explica un veí que el va veure en aquell moment. Els Mossos d'Esquadra van demanar reforços i, en el moment més àlgid, hi va haver fins a 10 agents implicats en l'operatiu, segons narren diversos testimonis. No va ser fàcil retenir-lo, ja que alguns agents, segons els mateixos testimonis, van sortir del bloc amb esgarrapades als braços, cops i bruts del guix de les parets. En algun moment de la intervenció, segons informa la policia catalana, l'home es va autolesionar clavant-se cops i també va caure per les escales. Va quedar estirat al replà de la planta baixa, just a sota de les bústies.";Successos
Estabilitzat l'incendi d'Arbúcies que ha obligat a desallotjar 80 persones;https://www.ara.cat/societat/successos/confinat-camping-incendi-arbucies_1_4785382.html;25/08/2023;"BarcelonaÉs una setmana especialment delicada pel que fa al risc d'incendi, amb el termòmetre marcant temperatures extremes i amb una sequera aguda que s'arrossega de fa molts mesos. Per això, el Govern mantéun seguit de restriccions per evitar qualsevol espurnai, fins ara, no hi havia hagut cap foc rellevant. Aquest divendres, però, els Bombers de la Generalitat han treballat en dos incendis simultanis a la província de Girona: un a Arbúcies, als peus del Montseny, i un altre a Llançà, a l'Alt Empordà. Els dos ja estan estabilitzats. El que més ha preocupat ha sigut el de la Selva. Hi han treballat 38 dotacions dels Bombers, i ho han hagut de fer ""amb contundència"" perquè el foc ""ha començat molt fort per l'estat de la vegetació"", tal com ha apuntat Ferran Julià, cap d'intervenció. A les 18 h, quatre hores després que comencés, l'han donat per estabilitzat. El foc està a tocar de diverses urbanitzacions i la Policia Local ha desallotjat 80 persones per prevenció. Ara, la gran majoria de desallotjats ja són a casa seva, segons fonts municipals. El foc tampoc està lluny d'un càmping, que s'ha confinat, així com 13 masies disseminades. El foc s'ha originat a les 14 h en un punt proper a la urbanització Can Pons, a tocar de la carretera GI-543, que, segons informa el Servei Català de Trànsit, es manté tallada. ""El foc ha creuat la carretera molt ràpid"", ha afirmat Julià.  La prioritat ha sigut el flanc dret perquè el foc no avancés per un barranc. De moment, l'incendi afecta una superfície de 4,3 hectàrees, segons les dades provisionals dels Agents Rurals, i donant-lo per estabilitzats els Bombers esperen que es quedi aquí. Les tasques d'extinció seguiran tota la nit i demà, quan esperen controlar-lo. Tot i això, Julià ha avisat que hi ha ""molta soca i vegetació acumulada"" i portarà feina ""refredar punts calents"". Un altre dels elements que ha complicat la feina dels Bombers és l'orografia, molt escarpada.";Successos
El cas del mosso que va clavar una bufetada a un home a Olot, en mans del jutge;https://www.ara.cat/societat/successos/cas-mosso-clavar-bufetada-home-olot-mans-jutge_1_4783946.html;23/08/2023;"BarcelonaLa Divisió d'Afers Inters (DAI) dels Mossos d'Esquadra ha tancat la investigació contra l'agent del cos que va clavar una bufetada a un home durant una actuació a Olot. La causa contra l'agent,que tal com va explicar l'ARA està suspès de sou i feina, ja està en mans d'un jutge. Tot va venir d'un vídeo que un veí va gravar i va penjar a les xarxes socials. S'hi veuen tres agents dels Mossos i un home assegut a terra. Un dels mossos diu a l'home que se'n vagi ""a dormir la mona"". L'home respon: ""Torna'm a pegar, torna'm a pegar"". Després, l'agent li clava una bufetada a la cara i l'home es queda estirat a terra. El mosso afegeix: ""Calla d'una vegada, d'acord? Ho has entès? Estàs molestant. Et trobes millor, ja?"" Segons fonts consultades per l'ARA, però, hi havia un altre vídeo de menor qualitat que el primer en què es veia l'escena anterior a la bufetada. La DAI volia saber si l'home deia ""torna'm a pegar"" perquè ja ho havien fet abans, i aquest segon vídeo ensenya com un agent li clava una puntada de peu. En un inici, la DAI va encausar un segon agent dels tres que hi eren per aquesta puntada de peu. Creien que havia sigut ell, però finalment no hi ha cap prova concloent i han arxivat la causa sobre ell. Es tracta del mosso Albert Donaire, que ha compaginat les seves tasques d'agent amb la coordinació de l'associació Mossos per la República i el secretariat nacional de l'ANC.";Successos
Suspenen de sou i feina el mosso de la bufetada a Olot i n'investiguen un altre per una puntada de peu;https://www.ara.cat/societat/successos/suspenen-sou-feina-mosso-bufetada-olot-n-investiguen-puntada-peu_1_4778275.html;15/08/2023;"BarcelonaL'actuació va ser dimecres a la nit a Olot (Garrotxa) i, l'endemà, el vídeo gravat per un veí va començar a córrer per les xarxes socials: s'hi veuen tres agents dels Mossos d'Esquadra i un home assegut a terra. Un dels mossos diu a l'home que se'n vagi ""a dormir la mona"". L'home respon: ""Torna'm a pegar, torna'm a pegar"". Després, l'agent li clava una bufetada a la cara i l'home es queda estirat a terra. El mosso afegeix: ""Calla d'una vegada, d'acord? Ho has entès? Estàs molestant. Et trobes millor, ja?"" La primera reacció de la direcció dels Mossos va serobrir una investigació contra l'agent per la bufetada. Se n'encarrega la Divisió d'Afers Interns (DAI), que està recollint informació sobre els fets i parlant amb testimonis. Una indagació així no sol ser curta, però, segons ha pogut saber l'ARA, ja s'ha pres una primera decisió en forma de mesura cautelar: l'agent de la bufetada ha quedat suspès de sou i feina mentre dura aquesta investigació. La cosa no acaba aquí. Segons fonts amb accés a informació del cas, la DAI no només ha posat en el punt de mira el mosso que va clavar una bufetada, sinó que també investiga un dels altres dos agents que eren al lloc dels fets. Al segon mosso se l'investiga per, presumptament, haver clavat una puntada de peu a l'home abans que l'altre agent li donés la bufetada. Segons la DAI, això explicaria per què l'home està assegut a terra i diu ""torna'm a pegar"". D'aquest primer cop no n'hi hauria cap vídeo, però la DAI manté que en té informació.";Successos
Els rescats a la muntanya registren màxims històrics en l'era postcovid;https://www.ara.cat/societat/successos/rescats-muntanya-registren-maxims-historics-l-postcovid_1_4767236.html;13/08/2023;BarcelonaEls Bombers de la Generalitat estaven acostumats a fer entre 1.400 i 1.500 rescats a la natura cada any. Les xifres variaven molt poc –en van fer 1.410 el 2016 i 1.440 el 2019–, però després de la pandèmia tot va canviar. Acabat el confinament, molta gent va optar per la muntanya. Tot i que pràcticament la meitat de l'any no hi va haver mobilitat, els rescats el 2020 ja van ascendir a un rècord de 1.600 i l'any següent es va superar aquest rècord absolut: 1.954, un 35% més que dos anys abans. Aquesta dinàmica es va consolidar el 2022, amb 1.857 rescats, i el 2023 també va pel camí d'uns registres que podrien superar tots els precedents. Fins al 20 de juliol, hi ha hagut 1.202 rescats a la natura. És la xifra més alta dels darrers anys si només comptem els rescats fins al juliol: n'hi va haver 991 el 2022 i 997 el 2021. No hi ha pràcticament cap cap de setmana que no acabi amb un bon grapat de sortides de rescat dels Bombers en diferents punts del país.;Successos
Mor el conductor que va rebre un tret al cap quan intentava envestir una patrulla dels Mossos;https://www.ara.cat/societat/successos/mor-conductor-rebre-tret-cap-intentava-envestir-patrulla-dels-mossos_1_4777673.html;13/08/2023;BarcelonaL'home que dissabte va resultarferit crític per un tret al cap d'un agent dels Mossos d'Esquadradesprés de robar un cotxe, fugir d'un control policial i intentar envestir una patrulla a l'autovia A-7, ha mort aquest diumenge en un hospital, segons ha informat la policia catalana a Twitter. Els fets van tenir lloc a un quart d'una del migdia a l'altura de Vandellòs i l'Hospitalet de l'Infant, al Baix Camp. L'home havia robat un vehicle a Amposta aprofitant el descuit del propietari i una patrulla va iniciar un dispositiu de tancament a diversos punts de les regions de Terres de l'Ebre i Camp de Tarragona per detenir-lo. Quan el presumpte lladre va trobar-se el control policial, va intentar esquivar-lo fent mitja volta. En veure's atrapat per una patrulla, va intentar envestir els agents.;Successos
Rescaten el cos d'un home que s'ha ofegat al mar davant la zona del Fòrum de Barcelona;https://www.ara.cat/societat/successos/troben-persona-morta-mar-davant-zona-forum-barcelona_1_4776563.html;11/08/2023;BarcelonaEl cadàver d'una persona s'ha trobat aquest divendres al mar davant la zona del Fòrum, entre Barcelona i Sant Adrià de Besòs, segons avançaEl Periódicoi han confirmat fonts de la Guàrdia Civil a l'ARA. La víctima és un home de 72 anys que havia sortit a navegar en una embarcació de lleure amb uns amics. Segons Protecció Civil, tots s'han tirat a l'aigua a nedar i han pogut tornar a bord menys ell i no el localitzaven. Han avisat el cos policial i s'ha començat la cerca fins que a les 13 hores Salvament Marítim ha localitzat el cos a l'aigua a dues milles de la desembocadura del riu Besòs. La Guàrdia Civil s'ha fet càrrec de les diligències.;Successos
Mitja hora esperant perquè un interventor de Renfe estava practicant sexe a la cabina;https://www.ara.cat/societat/successos/mitja-hora-esperant-perque-interventor-renfe-practicant-sexe-cabina_1_4775931.html;10/08/2023;BarcelonaEls passatgers de la R16, la línia que connecta les Terres de l'Ebre amb Barcelona, van veure dilluns com l'últim tren, que surt pràcticament a les nou de la nit, anava amb mitja hora de retard. El problema era a l'estació de Tortosa i no era una de les freqüents avaries que provoquen endarreriments a Rodalies. Tot es va aturar perquè el maquinista del tren va demanar que canviessin la seva cabina. Tampoc era per un problema tècnic, sinó més aviat d'higiene. Tal com ha avançat elDiari de Tarragonai ha pogut confirmar l'ARA, quan faltaven pocs minuts perquè el tren sortís en direcció a Campredó, la següent parada, el maquinista va entrar a la seva cabina. Segons va denunciar poc després als seus superiors, es va trobar un interventor del tren mantenint relacions sexuals amb una dona. Estaven practicant sexe just on hi ha els comandaments que ell havia de fer servir per conduir el tren. Per això va traslladar aquesta insòlita situació a Renfe i es va negar a utilitzar aquella cabina.;Successos
Barcelona ja ha talat vuit palmeres com la del Raval des de la mort de la noia de 20 anys;https://www.ara.cat/societat/successos/barcelona-ja-talat-vuit-palmeres-raval-des-mort-noia-20-anys_1_4774993.html;09/08/2023;"BarcelonaJa ha passat una setmana des que una palmera de la plaça Emili Vendrell, al Raval de Barcelona,es va partir per la meitat i va matar una noia de 20 anys, la Shamira, que passava per allà.Just aquells dies, els tècnics de Parcs i Jardins de l'Ajuntament estaven revisant palmeres d'aquesta espècie, la datilera, que podien representar un risc. La de la plaça Emili Vendrell, però, no formava part d'aquest grup en revisió. El motiu? En una avaluació del 2021 ja no es va posar dins de les 350 que es consideraven amb més risc. Tot i això, el març d'aquest any els veïns ja van entrar una incidència a l'Ajuntament dient que estava en mal estat, tal com va avançar l'ARA. Els tècnics hi van anar dues vegades, però la inspecció només va ser ocular.No es va detectar cap anomalia. De moment, la principal hipòtesi és que la persistent sequera va provocar que el tronc es tornés més rígid i s'acabés partint, segons fonts municipals. La palmera no estava al radar i, així i tot, es va partir per la meitat. Davant d'això, l'Ajuntament ha iniciat una revisió de gairebé 900 palmeres que tenen unes condicions (espècie, alçada, edat...) semblants a la del Raval. La prova, però, va molt més enllà d'una inspecció ocular. El mateix gerent de Parcs i Jardins admetia que en una palmera ""és molt difícil veure-hi defectes"" des de fora. Cal, doncs, fer altres proves com un test d'oscil·lació o picar el tronc per escoltar com sona. Això és el que s'està fent a les 900 palmeres, i ja se n'han talat vuit després d'establir uns llindars més restrictius per curar-se en salut. ""Davant del dubte, hem tallat"", ha resumit el cap d'arbrat de l'Ajuntament, Joan Guitart. Aquest dimecres al matí tocava revisar una palmera a la plaça del Pes de la Palla, a escassos 400 metres de la palmera que va matar la Shamira. De moment, n'han revisat un centenar.";Successos
De l'atemptat contra Joan Laporta a dominar discoteques: la carrera criminal dels Casuals;https://www.ara.cat/societat/successos/l-atemptat-joan-laporta-dominar-discoteques-carrera-criminal-dels-casuals_1_4774095.html;07/08/2023;BarcelonaNo acaba d’estar del tot clar el moment en el qual els Casuals van començar a portar una doble vida. La de ser Boixos Nois, però alhora forjar-se com un grup criminal. Els Mossos els han desarticulat per tercer cop des de la seva fundació, i hi ha un nom vinculat al seu punt de partida: Joan Laporta. “La consolidació arriba després de la victòria el 2003 de Laporta i la campanya per erradicar els seguidors violents”, apunten els Mossos en la investigació. Van amenaçar el president del Barça i fins i tot van preparar un atemptat contra ell. Era una època en què els seus fills anaven amb guardaespatlles i en què els Casuals, vetats al Camp Nou, van intentar satisfer les seves ànsies de delinqüència. Ja els van enxampar el 2004 per disfressar-se de policies i assaltar narcos, i ja van detenir Ricardo Mateo, el Kàiser, i la seva mà dreta, Pichín. Els van tancar a la Model i allà van crear un sistema per entrar-hi drogues. Quan van sortir, van iniciar la seva tàctica estrella. Corria el 2009 i diversos locals d’oci nocturn van avisar els Mossos que estaven rebent coaccions d’un grup de persones liderades “per un tal Ricard”. L’objectiu? Demostrar que la seguretat no funcionava i que ells ho farien molt millor. Després, tindrien via lliure per entrar la seva droga.;Successos
Tots els tentacles dels Casuals: “Em pagaràs o et segresto a tu i a tota la teva família”;https://www.ara.cat/societat/successos/tots-tentacles-dels-casuals-em-pagaras-et-segresto-tota-teva-familia_130_4773411.html;06/08/2023;BarcelonaAquesta és una història de crims, drogues i segrestos, però tot comença en un partit de futbol. El 28 de novembre del 2021 l'Espanyol rebia la Reial Societat. Les Brigadas Blanquiazules, el seu sector més radical, estaven fent la prèvia al bar Los Cazadores. Hi va entrar un grup nombrós d'encaputxats i van destrossar-ho tot. L'abril del 2022, els Mossos d'Esquadra van detenir tres homes per aquest assalt. Un es deia Francisco, però tothom el coneix com a Paco el Gordo. La policia li va requisar dos telèfons, els van buidar i es van adonar que allò anava molt més enllà: havien topat amb els Casuals, un grup criminal especialment temut vinculat als Boixos Nois, els ultres del Barça. El 2009 els Mossos ja els van desarticular, i Paco el Gordo ja hi era, però llavors era unminicasual, dels més joves. Ara havien renascut. Els Mossos van trobar les respostes als telèfons punxats.;Successos
"L'Ajuntament va revisar la palmera del Raval, però no hi va detectar ""cap anomalia""";https://www.ara.cat/societat/successos/l-ajuntament-revisar-palmera-raval-despres-l-avis-dels-veins-marc-no-detectar-cap-anomalia_1_4772069.html;04/08/2023;"BarcelonaLa caiguda d'una palmera va provocar aquest dijous la mort d'una noia de 20 anys que era a la plaça Emili Vendrell, al barri del Raval de Barcelona.Tal com va explicar l'ARA, els veïns havien obert una queixa a l'Ajuntament el mes de març passat en què advertien que l'arbre estava en mal estat. Segons ha informat el consistori aquest divendres, una setmana després de la queixa dels veïns la brigada de manteniment va fer una inspecció ocular de l'arbre i ""no hi va veure anomalies"". Per precaució va posar el cas en coneixement dels tècnics d'arbrats, que van fer una nova revisió dos dies més tard, el 24 de març. Tant en un cas com en l'altre les inspeccions van ser només oculars, no es van fer proves de resistència del tronc. En la segona inspecció els tècnics tampoc van veure ""cap anomalia"", per la qual cosa es va tancar la incidència, ha explicat Francesc Jiménez, gerent de Parcs i Jardins de Barcelona. Aquest divendres, hi ha hagut una reunió d'urgència al consistori després del fatal accident. La gran pregunta és per què la palmera es va partir per la meitat, i encara no hi ha cap resposta clara. Hi ha tres factors que, junts, ho podrien haver provocat, però que per si sols no serien suficients: la sequera, un lleuger estretament del tronc i un niu de cotorres a la copa. Aquest estretament, segons Jiménez, ""no era de risc"" i el niu ""no tenia un pes que considerem determinant"". L'arbre, segons l'Ajuntament, no estava malalt. La investigació, doncs, continua. La segona tinenta d'alcaldia, Maria Eugènia Gay, ha explicat que l'Ajuntament ha obert un expedient informatiu ""per fer seguiment de totes les actuacions"" i ha encarregat un informe extern per avaluar les causes de la caiguda. Un dels motius que van esgrimir els veïns quan van demanar que es revisés l'arbre va ser que cada vegada estava més tort. Segons el consistori, però, això no era un factor de risc.";Successos
Els veïns ja havien avisat l'Ajuntament de Barcelona del mal estat de la palmera que ha matat una noia;https://www.ara.cat/societat/successos/mor-dona-caure-li-palmera-raval-barcelona_1_4771578.html;04/08/2023;BarcelonaUna noia de 20 anys ha mort aquest dijous quan li ha caigut a sobre una palmera a la plaça Emili Vendrell del Raval de Barcelona, a la confluència entre els carrers Joaquín Costa i Peu de la Creu, segons han confirmat a l'ARA fonts policials. No consten més ferits per l'accident, que s'ha produït poc abans de les 16 hores, quan l'arbre ha caigut per causes desconegudes i ha colpejat la víctima i també ha aixafat una camioneta dels serveis de neteja municipal que circulava pel carrer. La treballadora que el conduïa n'ha sortit il·lesa, tot i que el vehicle ha quedat malmès. Segons ha pogut comprovar aquest diari, al març els veïns que viuen davant de la palmera ja havien tramitat una incidència a l'Ajuntament avisant que estava en mal estat. Els veïns van explicar al consistori que l'arbre cada vegada estava més inclinat cap al seu edifici i que hi havia un niu d'ocells que pesava molt i doblegava el tronc. Van obrir una incidència formal, registrada a la web de l'Ajuntament. La resposta del consistori, llavors governat pels comuns i el PSC, va ser que es programava l'actuació en aquest arbre per al següent trimestre (del març al juny). L'accident mortal s'ha produït quatre mesos després de l'avís dels veïns, amb el termini esgotat. L'Ajuntament no ha comunicat a l'ARA si va arribar a fer alguna mena d'actuació a l'arbre, però ha convocat per a aquest divendres una roda de premsa.;Successos
