,mes,nom_mes,any,regio_policial,area_basica_policial,titol_codi_penal,tipus_de_fet,coneguts,resolts,detencions,id
81938,11,novembre,2023,Metropolitana Nord,Granollers,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,2,1,1,274350
81939,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la llibertat,Amenaces,31,28,4,274351
81940,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la llibertat,Coaccions,17,12,1,274352
81941,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la llibertat,Detenció il·legal,0,0,3,274353
81942,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,15,11,4,274354
81943,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la llibertat i la indemnitat sexuals,Resta delictes sexuals,2,1,0,274355
81944,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la seguretat viària,Abandonament lloc accident,2,1,0,274356
81945,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la seguretat viària,Conducció temerària,2,1,0,274357
81946,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la seguretat viària,Conduir sense permís,34,30,1,274358
81947,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,29,23,0,274359
81948,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,5,3,1,274360
81949,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra la seguretat viària,Originar un greu risc per la circulació,1,0,0,274361
81950,11,novembre,2023,Metropolitana Nord,Granollers,Delictes contra les relacions familiars,Contra els drets i deures familiars,9,8,0,274362
81951,11,novembre,2023,Metropolitana Nord,Granollers,Dels delictes contra els drets dels treballadors,Contra els drets dels treballadors,1,0,0,274363
81952,11,novembre,2023,Metropolitana Nord,Granollers,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,5,6,9,274364
81953,11,novembre,2023,Metropolitana Nord,Granollers,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient","Protecció de la flora, fauna i animals domèstics",1,1,0,274365
81954,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,De les falsedats,De la usurpació de l'estat civil,3,1,0,274366
81955,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,De les falsedats,Falsedats documentals,1,0,0,274367
81956,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,De les lesions,Lesions,30,27,8,274368
81957,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,0,274369
81958,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,6,4,0,274370
81959,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,40,5,0,274371
81960,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,144,13,3,274372
81961,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,118,16,0,274373
81962,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,9,10,0,274374
81963,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,1,0,0,274375
81964,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,22,1,1,274376
81965,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,13,1,1,274377
81966,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,12,6,5,274378
81967,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,6,4,0,274379
81968,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra l'Administració de justícia,Trencament de condemna,4,4,3,274380
81969,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",5,5,6,274381
81970,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,1,0,0,274382
81971,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la llibertat,Amenaces,15,18,2,274383
81972,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la llibertat,Coaccions,1,1,0,274384
81973,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,3,1,274385
81974,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la seguretat viària,Abandonament lloc accident,1,0,0,274386
81975,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la seguretat viària,Conducció temerària,2,2,0,274387
81976,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la seguretat viària,Conduir sense permís,6,7,0,274388
81977,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,10,11,0,274389
81978,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,3,3,0,274390
81979,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra la seguretat viària,Originar un greu risc per la circulació,0,1,0,274391
81980,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,1,0,274392
81981,11,novembre,2023,Metropolitana Nord,Mollet del Vallès,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,4,4,3,274393
81982,11,novembre,2023,Metropolitana Nord,Badalona,De l’homicidi i les seves formes,Homicidi Consumat,2,2,4,274394
81983,11,novembre,2023,Metropolitana Nord,Badalona,De l’homicidi i les seves formes,Homicidi Temptativa,1,1,1,274395
81984,11,novembre,2023,Metropolitana Nord,Badalona,De les falsedats,Falsedats documentals,4,5,3,274396
81985,11,novembre,2023,Metropolitana Nord,Badalona,De les falsedats,Falsificació de moneda i efectes timbrats,1,0,0,274397
81986,11,novembre,2023,Metropolitana Nord,Badalona,De les lesions,Lesions,77,65,20,274398
81987,11,novembre,2023,Metropolitana Nord,Badalona,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,8,9,1,274399
81988,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,31,25,1,274400
81989,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,163,18,4,274401
81990,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,7,2,0,274402
81991,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,348,38,5,274403
81992,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,510,110,23,274404
81993,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,60,48,0,274405
81994,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,7,7,6,274406
81995,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,67,11,11,274407
81996,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,194,15,13,274408
81997,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,171,19,24,274409
81998,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,25,16,4,274410
81999,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra l'Administració de justícia,Obstrucció a la justícia i deslleialtat professional,1,0,0,274411
82000,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra l'Administració de justícia,Realització arbitrària del propi dret,1,1,0,274412
82001,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra l'Administració de justícia,Trencament de condemna,14,12,6,274413
82002,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",13,13,12,274414
82003,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra l'ordre públic,Desordres públics,1,1,0,274415
82004,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra l'ordre públic,Organitzacions i grups criminals,0,0,1,274416
82005,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra l'ordre públic,Terrorisme,1,1,1,274417
82006,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,1,2,1,274418
82007,11,novembre,2023,Metropolitana Nord,Badalona,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,7,3,0,274419
82008,11,novembre,2023,Metropolitana Nord,Badalona,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,3,3,5,274420
82009,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la llibertat,Amenaces,59,44,17,274421
82010,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la llibertat,Coaccions,11,9,3,274422
82011,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la llibertat,Detenció il·legal,1,1,1,274423
82012,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,9,6,3,274424
82013,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la llibertat i la indemnitat sexuals,Assetjament sexual,0,1,0,274425
82014,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la llibertat i la indemnitat sexuals,Resta delictes sexuals,2,1,0,274426
82015,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la seguretat viària,Conducció temerària,4,3,3,274427
82016,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la seguretat viària,Conduir sense permís,24,24,0,274428
82017,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,12,14,0,274429
82018,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,2,2,0,274430
82019,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra la seguretat viària,Originar un greu risc per la circulació,1,1,1,274431
82020,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra les relacions familiars,Contra els drets i deures familiars,4,4,0,274432
82021,11,novembre,2023,Metropolitana Nord,Badalona,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,8,7,6,274433
82022,11,novembre,2023,Metropolitana Nord,Badalona,Dels delictes contra la seguretat col·lectiva,Incendi,1,0,0,274434
82023,11,novembre,2023,Metropolitana Nord,Badalona,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Amenaces,1,0,0,274435
82024,11,novembre,2023,Metropolitana Nord,Cerdanyola,De l’homicidi i les seves formes,Homicidi Temptativa,1,1,1,274436
82025,11,novembre,2023,Metropolitana Nord,Cerdanyola,De les falsedats,De la usurpació de l'estat civil,10,1,0,274437
82026,11,novembre,2023,Metropolitana Nord,Cerdanyola,De les falsedats,Falsedats documentals,3,3,0,274438
82027,11,novembre,2023,Metropolitana Nord,Cerdanyola,De les falsedats,Falsificació de moneda i efectes timbrats,1,0,0,274439
82028,11,novembre,2023,Metropolitana Nord,Cerdanyola,De les falsedats,Usurpació de funcions públiques i intrusisme,0,1,0,274440
82029,11,novembre,2023,Metropolitana Nord,Cerdanyola,De les lesions,Lesions,50,42,18,274441
82030,11,novembre,2023,Metropolitana Nord,Cerdanyola,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,2,2,1,274442
82031,10,octubre,2024,Ponent,Segrià,Delictes contra l'ordre públic,Altres delictes contra l'ordre públic,7,7,9,274443
82032,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,13,8,0,274444
82033,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,125,8,2,274445
82034,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,2,1,0,274446
82035,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,262,25,2,274447
82036,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Extorsió,1,1,0,274448
82037,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,196,33,4,274449
82038,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,18,12,0,274450
82039,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,77,14,11,274451
82040,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,40,5,4,274452
82041,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,17,8,5,274453
82042,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,13,8,0,274454
82043,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra l'Administració de justícia,"Acusació, denúncia falsa i simulació de delictes",1,1,0,274455
82044,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra l'Administració de justícia,Trencament de condemna,9,8,5,274456
82045,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",2,2,2,274457
82046,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra l'ordre públic,Organitzacions i grups criminals,1,0,0,274458
82047,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra l'ordre públic,Terrorisme,1,1,0,274459
82048,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra l’honor,Injúria,1,0,0,274460
82049,11,novembre,2023,Metropolitana Nord,Cerdanyola,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,4,3,1,274461
82050,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la llibertat,Amenaces,34,24,7,274462
82051,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la llibertat,Coaccions,11,8,2,274463
82052,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la llibertat,Detenció il·legal,2,1,2,274464
82053,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,4,4,1,274465
82054,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la seguretat viària,Abandonament lloc accident,2,1,0,274466
82055,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la seguretat viària,Conducció temerària,3,2,0,274467
82056,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la seguretat viària,Conduir sense permís,16,15,0,274468
82057,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,29,27,0,274469
82058,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,5,5,0,274470
82059,11,novembre,2023,Metropolitana Nord,Cerdanyola,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,1,0,274471
82060,11,novembre,2023,Metropolitana Nord,Cerdanyola,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,4,4,9,274472
82061,11,novembre,2023,Metropolitana Nord,Cerdanyola,Dels delictes contra la seguretat col·lectiva,Incendi,1,0,0,274473
82062,11,novembre,2023,Metropolitana Nord,Cerdanyola,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient",Contra els recursos naturals i el medi ambient,0,1,0,274474
82063,11,novembre,2023,Metropolitana Nord,Cerdanyola,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient","Protecció de la flora, fauna i animals domèstics",1,1,0,274475
82064,11,novembre,2023,Metropolitana Nord,Rubí,De l’homicidi i les seves formes,Homicidi Temptativa,1,1,1,274476
82065,11,novembre,2023,Metropolitana Nord,Rubí,De les falsedats,De la usurpació de l'estat civil,4,1,0,274477
82066,11,novembre,2023,Metropolitana Nord,Rubí,De les falsedats,Falsedats documentals,6,3,0,274478
82067,11,novembre,2023,Metropolitana Nord,Rubí,De les lesions,Lesions,34,34,6,274479
82068,11,novembre,2023,Metropolitana Nord,Rubí,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,6,6,3,274480
82069,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,5,4,0,274481
82070,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,90,10,1,274482
82071,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,263,12,0,274483
82072,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Extorsió,1,0,0,274484
82073,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,249,46,2,274485
82074,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,14,11,0,274486
82075,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,68,6,5,274487
82076,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,55,5,1,274488
82077,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,24,3,5,274489
82078,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,18,6,0,274490
82079,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,3,0,274491
82080,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra l'Administració de justícia,Trencament de condemna,10,10,4,274492
82081,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",9,9,7,274493
82082,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra l'ordre públic,Organitzacions i grups criminals,0,1,5,274494
82083,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra l'ordre públic,Terrorisme,1,1,0,274495
82084,11,novembre,2023,Metropolitana Nord,Rubí,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,6,3,0,274496
82085,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la llibertat,Amenaces,17,17,0,274497
82086,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la llibertat,Coaccions,5,2,0,274498
82087,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,5,8,3,274499
82088,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,1,0,274500
82089,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la llibertat i la indemnitat sexuals,Resta delictes sexuals,2,0,0,274501
82090,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la seguretat viària,Abandonament lloc accident,0,2,0,274502
82091,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la seguretat viària,Conducció temerària,3,3,0,274503
82092,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la seguretat viària,Conduir sense permís,11,9,1,274504
82093,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,18,17,0,274505
82094,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,2,2,0,274506
82095,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la seguretat viària,Originar un greu risc per la circulació,1,0,0,274507
82096,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra la seguretat viària,Velocitat penalment punible,1,1,0,274508
82097,11,novembre,2023,Metropolitana Nord,Rubí,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,1,0,274509
82098,11,novembre,2023,Metropolitana Nord,Rubí,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,2,2,4,274510
82099,11,novembre,2023,Metropolitana Nord,Sabadell,De les falsedats,De la usurpació de l'estat civil,3,1,0,274511
82100,11,novembre,2023,Metropolitana Nord,Sabadell,De les falsedats,Falsedats documentals,4,5,8,274512
82101,11,novembre,2023,Metropolitana Nord,Sabadell,De les falsedats,Falsificació de moneda i efectes timbrats,1,1,0,274513
82102,11,novembre,2023,Metropolitana Nord,Sabadell,De les falsedats,Usurpació de funcions públiques i intrusisme,1,0,0,274514
82103,11,novembre,2023,Metropolitana Nord,Sabadell,De les lesions,Lesions,69,69,23,274515
82104,11,novembre,2023,Metropolitana Nord,Sabadell,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,3,1,0,274516
82105,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,17,9,0,274517
82106,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,146,13,2,274518
82107,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,0,1,0,274519
82108,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,442,28,3,274520
82109,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,339,77,11,274521
82110,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,19,18,0,274522
82111,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,3,3,1,274523
82112,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,103,16,3,274524
82113,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,87,4,4,274525
82114,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,65,23,19,274526
82115,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,30,15,1,274527
82116,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,1,0,274528
82117,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra l'Administració de justícia,Trencament de condemna,26,26,17,274529
82118,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",10,8,15,274530
82119,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra l'ordre públic,Terrorisme,1,1,1,274531
82120,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra l’honor,Calúmnia,1,0,0,274532
82121,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,2,2,0,274533
82122,11,novembre,2023,Metropolitana Nord,Sabadell,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,9,2,0,274534
82123,11,novembre,2023,Metropolitana Nord,Sabadell,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,0,1,0,274535
82124,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la llibertat,Amenaces,33,32,7,274536
82125,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la llibertat,Coaccions,14,10,1,274537
82126,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,8,11,6,274538
82127,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,1,1,1,274539
82128,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la seguretat viària,Abandonament lloc accident,1,0,0,274540
82129,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la seguretat viària,Conducció temerària,2,1,0,274541
82130,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la seguretat viària,Conduir sense permís,32,31,1,274542
82131,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,37,37,0,274543
82132,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,6,8,0,274544
82133,11,novembre,2023,Metropolitana Nord,Sabadell,Delictes contra les relacions familiars,Contra els drets i deures familiars,4,4,0,274545
82134,11,novembre,2023,Metropolitana Nord,Sabadell,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,19,18,13,274546
82135,11,novembre,2023,Metropolitana Nord,Terrassa,De les falsedats,De la usurpació de l'estat civil,2,0,0,274547
82136,11,novembre,2023,Metropolitana Nord,Terrassa,De les falsedats,Falsedats documentals,3,3,0,274548
82137,11,novembre,2023,Metropolitana Nord,Terrassa,De les lesions,Lesions,54,52,9,274549
82138,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,11,7,1,274550
82139,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,140,15,1,274551
