,mes,nom_mes,any,regio_policial,area_basica_policial,titol_codi_penal,tipus_de_fet,coneguts,resolts,detencions,id
82140,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,315,37,7,274552
82141,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,306,66,11,274553
82142,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,8,8,0,274554
82143,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,2,0,0,274555
82144,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,75,16,13,274556
82145,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,90,3,2,274557
82146,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,38,12,21,274558
82147,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,23,15,0,274559
82148,10,octubre,2024,Ponent,Segarra - Urgell,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,3,3,0,274560
82149,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,1,1,0,274561
82150,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra l'Administració de justícia,Trencament de condemna,12,12,9,274562
82151,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",11,12,9,274563
82152,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra l'ordre públic,Organitzacions i grups criminals,0,1,2,274564
82153,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra l'ordre públic,Terrorisme,0,1,0,274565
82154,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,1,1,1,274566
82155,11,novembre,2023,Metropolitana Nord,Terrassa,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,5,1,0,274567
82156,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la llibertat,Amenaces,30,25,10,274568
82157,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la llibertat,Coaccions,7,4,0,274569
82158,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,7,8,4,274570
82159,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la llibertat i la indemnitat sexuals,Resta delictes sexuals,2,0,0,274571
82160,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la seguretat viària,Abandonament lloc accident,0,1,0,274572
82161,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la seguretat viària,Conducció temerària,2,2,2,274573
82162,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la seguretat viària,Conduir sense permís,29,25,1,274574
82163,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,15,17,1,274575
82164,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,4,3,2,274576
82165,11,novembre,2023,Metropolitana Nord,Terrassa,Delictes contra les relacions familiars,Contra els drets i deures familiars,1,0,0,274577
82166,11,novembre,2023,Metropolitana Nord,Terrassa,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,4,3,2,274578
82167,11,novembre,2023,Metropolitana Nord,Terrassa,Dels delictes contra la seguretat col·lectiva,Contra la seguretat colectiva,1,0,0,274579
82168,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,De l’homicidi i les seves formes,Homicidi Temptativa,1,1,0,274580
82169,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,De les falsedats,De la usurpació de l'estat civil,3,2,0,274581
82170,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,De les falsedats,Falsedats documentals,3,3,2,274582
82171,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,De les falsedats,Falsificació de moneda i efectes timbrats,1,0,0,274583
82172,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,De les lesions,Lesions,42,40,12,274584
82173,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,8,5,0,274585
82174,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,51,2,1,274586
82175,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Defraudacions de fluid elèctric i anàlogues,1,1,0,274587
82176,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,150,13,0,274588
82177,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,139,23,5,274589
82178,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Ocupació immobles,16,13,0,274590
82179,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Propietat industrial,2,0,0,274591
82180,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Receptació i altres conductes afins,1,1,0,274592
82181,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,13,2,5,274593
82182,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,25,1,1,274594
82183,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,31,6,5,274595
82184,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,11,4,0,274596
82185,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Usurpació,2,1,0,274597
82186,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra l'Administració de justícia,Trencament de condemna,18,17,13,274598
82187,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència",10,8,5,274599
82188,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra l'ordre públic,Desordres públics,1,0,0,274600
82189,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra l'ordre públic,Organitzacions i grups criminals,1,1,3,274601
82190,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,1,0,0,274602
82191,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Entrada a vivenda aliena,1,1,0,274603
82192,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la llibertat,Amenaces,8,7,2,274604
82193,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la llibertat,Coaccions,3,3,0,274605
82194,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,2,1,1,274606
82195,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la llibertat i la indemnitat sexuals,Resta delictes sexuals,0,1,0,274607
82196,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la seguretat viària,Abandonament lloc accident,0,2,0,274608
82197,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la seguretat viària,Conducció temerària,3,1,0,274609
82198,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la seguretat viària,Conduir sense permís,9,7,0,274610
82199,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,9,6,0,274611
82200,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,5,4,0,274612
82201,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,3,3,2,274613
82202,11,novembre,2023,Metropolitana Nord,Santa Coloma de Gramenet,Dels delictes contra la seguretat col·lectiva,Incendi,2,2,2,274614
82203,11,novembre,2023,Pirineu Occidental,Alt Urgell,De l’homicidi i les seves formes,Homicidi per imprudència,0,1,0,274615
82204,11,novembre,2023,Pirineu Occidental,Alt Urgell,De les lesions,Lesions,3,4,0,274616
82205,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,8,1,0,274617
82206,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,27,9,0,274618
82207,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Extorsió,1,0,0,274619
82208,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,10,4,1,274620
82209,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,6,0,0,274621
82210,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,1,1,1,274622
82211,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra l'Administració de justícia,Trencament de condemna,1,1,0,274623
82212,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra la llibertat,Amenaces,5,4,0,274624
82213,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra la llibertat,Coaccions,2,2,0,274625
82214,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,1,1,274626
82215,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra la seguretat viària,Conduir sense permís,3,3,0,274627
82216,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,1,1,0,274628
82217,11,novembre,2023,Pirineu Occidental,Alt Urgell,Delictes contra la seguretat viària,Negativa a sotmetre's a les proves,1,0,0,274629
82218,11,novembre,2023,Pirineu Occidental,Alt Urgell,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,1,1,274630
82219,11,novembre,2023,Pirineu Occidental,Cerdanya,De l’homicidi i les seves formes,Homicidi Temptativa,1,1,1,274631
82220,11,novembre,2023,Pirineu Occidental,Cerdanya,De les lesions,Lesions,4,5,1,274632
82221,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Apropiació indeguda,2,2,0,274633
82222,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,1,0,0,274634
82223,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,23,13,0,274635
82224,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,9,5,0,274636
82225,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,7,1,1,274637
82226,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori i furt d'us de vehicle,2,2,0,274638
82227,11,novembre,2023,Pirineu Occidental,Cerdanya,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,0,1,0,274639
82228,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra la llibertat,Amenaces,2,3,1,274640
82229,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,2,0,274641
82230,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra la seguretat viària,Conduir sense permís,5,5,0,274642
82231,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,4,4,0,274643
82232,11,novembre,2023,Pirineu Occidental,Cerdanya,Delictes contra les relacions familiars,Contra els drets i deures familiars,2,2,0,274644
82233,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,De les falsedats,Falsedats documentals,1,1,2,274645
82234,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,De les lesions,Lesions,4,4,0,274646
82235,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,7,1,0,274647
82236,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,18,3,0,274648
82237,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,10,4,2,274649
82238,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força,5,0,0,274650
82239,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb força interior vehicle,2,0,0,274651
82240,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,2,2,1,274652
82241,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra l'Administració de justícia,Realització arbitrària del propi dret,1,1,0,274653
82242,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra l'Administració de justícia,Trencament de condemna,2,2,0,274654
82243,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra la llibertat,Amenaces,7,5,1,274655
82244,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra la llibertat,Coaccions,1,1,0,274656
82245,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals i Abusos sexuals,1,1,1,274657
82246,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra la llibertat i la indemnitat sexuals,Relatius a la prostitució,0,1,0,274658
82247,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra la seguretat viària,Conduir sense permís,1,1,0,274659
82248,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Delictes contra la seguretat viària,Conduir sota els efectes d'alcohol i drogues,1,1,0,274660
82249,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,Dels delictes contra la seguretat col·lectiva,Contra la salut pública,1,0,0,274661
82250,11,novembre,2023,Pirineu Occidental,Pallars Jussà - Pallars Sobirà,"Dels delictes relatius a l’ordenació del territori i l’urbanisme, la protecció del patrimoni històric i el medi ambient","Protecció de la flora, fauna i animals domèstics",0,1,0,274662
